strains,species,species_color,strains2,diversity2,color2
Pseudomonas_kilonensis_P12_6564,kilonensis,#7E7E80,Pseudomonas_kilonensis_P12_6564,3.76901020980458,#6A51A3
Pseudomonas_sp_A25_5390,sp,#174590,Pseudomonas_sp_A25_5390,3.76901020980458,#6A51A3
Pseudomonas_kilonensis_BS3780_5144,kilonensis,#7E7E80,Pseudomonas_kilonensis_BS3780_5144,3.76901020980458,#6A51A3
Pseudomonas_kilonensis_DSM_13647_6460,kilonensis,#7E7E80,Pseudomonas_kilonensis_DSM_13647_6460,3.76901020980458,#6A51A3
Pseudomonas_frederiksbergensis_11-D3_5833,frederiksbergensis,#7E7E80,Pseudomonas_frederiksbergensis_11-D3_5833,3.76901020980458,#6A51A3
Pseudomonas_umsongensis_UNC430CL58Col_199,umsongensis,#7E7E80,Pseudomonas_umsongensis_UNC430CL58Col_199,3.76901020980458,#6A51A3
Pseudomonas_mandelii_36MFCvi11_472,mandelii,#7E7E80,Pseudomonas_mandelii_36MFCvi11_472,3.76901020980458,#6A51A3
Pseudomonas_sp_GM18_258,sp,#174590,Pseudomonas_sp_GM18_258,3.76901020980458,#6A51A3
Pseudomonas_sp_ATCC_43928_11591,sp,#174590,Pseudomonas_sp_ATCC_43928_11591,3.76901020980458,#6A51A3
Pseudomonas_sp_GR_6-02_GR_6-02_4104,sp,#174590,Pseudomonas_sp_GR_6-02_GR_6-02_4104,3.76901020980458,#6A51A3
Pseudomonas_sp_ATCC_43928_12297,sp,#174590,Pseudomonas_sp_ATCC_43928_12297,3.76901020980458,#6A51A3
Pseudomonas_frederiksbergensis_KNU-15_6919,frederiksbergensis,#7E7E80,Pseudomonas_frederiksbergensis_KNU-15_6919,3.76901020980458,#6A51A3
Pseudomonas_sp_45MFCol31_468,sp,#174590,Pseudomonas_sp_45MFCol31_468,3.76901020980458,#6A51A3
Pseudomonas_sp_35MFCvi11_461,sp,#174590,Pseudomonas_sp_35MFCvi11_461,3.76901020980458,#6A51A3
Pseudomonas_sp_FW303-C2_7151,sp,#174590,Pseudomonas_sp_FW303-C2_7151,3.76901020980458,#6A51A3
Pseudomonas_frederiksbergensis_isolate_Pseudomonas_frederiksbergensis_FW305-_6003,frederiksbergensis,#7E7E80,Pseudomonas_frederiksbergensis_isolate_Pseudomonas_frederiksbergensis_FW305-_6003,3.76901020980458,#6A51A3
Pseudomonas_sp_PICF141_6998,sp,#174590,Pseudomonas_sp_PICF141_6998,3.76901020980458,#6A51A3
Pseudomonas_sp_Irchel_s3b2_isolate_Pseudomonas_sp_Irchel_s3_7295,sp,#174590,Pseudomonas_sp_Irchel_s3b2_isolate_Pseudomonas_sp_Irchel_s3_7295,3.76901020980458,#6A51A3
Pseudomonas_sp_QTF5_6677,sp,#174590,Pseudomonas_sp_QTF5_6677,3.76901020980458,#6A51A3
Pseudomonas_sp_GM50_250,sp,#174590,Pseudomonas_sp_GM50_250,3.76901020980458,#6A51A3
Pseudomonas_sp_GM102_261,sp,#174590,Pseudomonas_sp_GM102_261,3.76901020980458,#6A51A3
Pseudomonas_sp_GM79_244,sp,#174590,Pseudomonas_sp_GM79_244,3.76901020980458,#6A51A3
Pseudomonas_syringae_Riq4_3782,syringae,#E27820,Pseudomonas_syringae_Riq4_3782,3.76901020980458,#6A51A3
Pseudomonas_frederiksbergensis_94G2_7575,frederiksbergensis,#7E7E80,Pseudomonas_frederiksbergensis_94G2_7575,3.76901020980458,#6A51A3
Pseudomonas_lini_48C10_7506,lini,#7E7E80,Pseudomonas_lini_48C10_7506,3.76901020980458,#6A51A3
Pseudomonas_frederiksbergensis_36C6_7576,frederiksbergensis,#7E7E80,Pseudomonas_frederiksbergensis_36C6_7576,3.76901020980458,#6A51A3
Pseudomonas_lini_CCUG_51522_11668,lini,#7E7E80,Pseudomonas_lini_CCUG_51522_11668,3.76901020980458,#6A51A3
Pseudomonas_lini_ZBG1_3687,lini,#7E7E80,Pseudomonas_lini_ZBG1_3687,3.76901020980458,#6A51A3
Pseudomonas_lini_DSM_16768_2987,lini,#7E7E80,Pseudomonas_lini_DSM_16768_2987,3.76901020980458,#6A51A3
Pseudomonas_lini_BS3782_5900,lini,#7E7E80,Pseudomonas_lini_BS3782_5900,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_PA3G8_2946,fluorescens,#70BCC9,Pseudomonas_fluorescens_PA3G8_2946,3.76901020980458,#6A51A3
Pseudomonas_mandelii_6A1_6651,mandelii,#7E7E80,Pseudomonas_mandelii_6A1_6651,3.76901020980458,#6A51A3
Pseudomonas_sp_FW305-3-2-15-A-R2A1_7223,sp,#174590,Pseudomonas_sp_FW305-3-2-15-A-R2A1_7223,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS870_11802,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS870_11802,3.76901020980458,#6A51A3
Pseudomonas_sp_FSL_W5-0299_5231,sp,#174590,Pseudomonas_sp_FSL_W5-0299_5231,3.76901020980458,#6A51A3
Pseudomonas_sp_SJZ077_11735,sp,#174590,Pseudomonas_sp_SJZ077_11735,3.76901020980458,#6A51A3
Pseudomonas_mandelii_DSM_17967_11661,mandelii,#7E7E80,Pseudomonas_mandelii_DSM_17967_11661,3.76901020980458,#6A51A3
Pseudomonas_sp_PB120_11706,sp,#174590,Pseudomonas_sp_PB120_11706,3.76901020980458,#6A51A3
Pseudomonas_sp_GM21_257,sp,#174590,Pseudomonas_sp_GM21_257,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS880_11801,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS880_11801,3.76901020980458,#6A51A3
Pseudomonas_brassicacearum_38D7_11357,brassicacearum,#7E7E80,Pseudomonas_brassicacearum_38D7_11357,3.76901020980458,#6A51A3
Pseudomonas_arsenicoxydans_E3_9427,arsenicoxydans,#7E7E80,Pseudomonas_arsenicoxydans_E3_9427,3.76901020980458,#6A51A3
Pseudomonas_sp_GM60_248,sp,#174590,Pseudomonas_sp_GM60_248,3.76901020980458,#6A51A3
Pseudomonas_sp_GM67_247,sp,#174590,Pseudomonas_sp_GM67_247,3.76901020980458,#6A51A3
Pseudomonas_migulae_NBRC_103157_6942,migulae,#7E7E80,Pseudomonas_migulae_NBRC_103157_6942,3.76901020980458,#6A51A3
Pseudomonas_sp_SJZ080_12179,sp,#174590,Pseudomonas_sp_SJZ080_12179,3.76901020980458,#6A51A3
Pseudomonas_migulae_BS3662_6128,migulae,#7E7E80,Pseudomonas_migulae_BS3662_6128,3.76901020980458,#6A51A3
Pseudomonas_frederiksbergensis_BS3655_5698,frederiksbergensis,#7E7E80,Pseudomonas_frederiksbergensis_BS3655_5698,1.91829583405449,#BCBDDC
Pseudomonas_fluorescens_NCIMB_11764_608,fluorescens,#70BCC9,Pseudomonas_fluorescens_NCIMB_11764_608,1.91829583405449,#BCBDDC
Pseudomonas_reinekei_BS3776_7195,reinekei,#7E7E80,Pseudomonas_reinekei_BS3776_7195,NaN,#000000
Pseudomonas_mohnii_DSM_18327_7238,mohnii,#7E7E80,Pseudomonas_mohnii_DSM_18327_7238,NaN,#000000
Pseudomonas_frederiksbergensis_AS1_5642,frederiksbergensis,#7E7E80,Pseudomonas_frederiksbergensis_AS1_5642,0.91829583405449,#E6E5F1
Pseudomonas_sp_ACM7_7504,sp,#174590,Pseudomonas_sp_ACM7_7504,0.91829583405449,#E6E5F1
Pseudomonas_sp_URMO17WK12_I11_3777,sp,#174590,Pseudomonas_sp_URMO17WK12_I11_3777,NaN,#000000
Pseudomonas_fluorescens_FW300-N1B4_4033,fluorescens,#70BCC9,Pseudomonas_fluorescens_FW300-N1B4_4033,NaN,#000000
Pseudomonas_mandelii_LMG_21607_6669,mandelii,#7E7E80,Pseudomonas_mandelii_LMG_21607_6669,0,#FCFBFD
Pseudomonas_mandelii_B2_38-Q-III_11662,mandelii,#7E7E80,Pseudomonas_mandelii_B2_38-Q-III_11662,0,#FCFBFD
Pseudomonas_mandelii_JR-1_436,mandelii,#7E7E80,Pseudomonas_mandelii_JR-1_436,0,#FCFBFD
Pseudomonas_fluorescens_isolate_PS858_11805,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS858_11805,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS676_11765,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS676_11765,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS704_11787,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS704_11787,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS662_11777,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS662_11777,3.76901020980458,#6A51A3
Pseudomonas_sp_Ant30-3_2456,sp,#174590,Pseudomonas_sp_Ant30-3_2456,3.76901020980458,#6A51A3
Pseudomonas_sp_286_isolate_p20A10_8186,sp,#174590,Pseudomonas_sp_286_isolate_p20A10_8186,3.76901020980458,#6A51A3
Pseudomonas_prosekii_P2406_6363,prosekii,#7E7E80,Pseudomonas_prosekii_P2406_6363,3.76901020980458,#6A51A3
Pseudomonas_prosekii_AALPS10MNAAK13_12209,prosekii,#7E7E80,Pseudomonas_prosekii_AALPS10MNAAK13_12209,3.76901020980458,#6A51A3
Pseudomonas_sp_SJZ131_11739,sp,#174590,Pseudomonas_sp_SJZ131_11739,3.76901020980458,#6A51A3
Pseudomonas_prosekii_A2-NA12_11427,prosekii,#7E7E80,Pseudomonas_prosekii_A2-NA12_11427,3.76901020980458,#6A51A3
Pseudomonas_prosekii_A2-NA13_11428,prosekii,#7E7E80,Pseudomonas_prosekii_A2-NA13_11428,3.76901020980458,#6A51A3
Pseudomonas_prosekii_LMG_26867_6355,prosekii,#7E7E80,Pseudomonas_prosekii_LMG_26867_6355,NaN,#000000
Pseudomonas_mandelii_YF10-2_1_51_7501,mandelii,#7E7E80,Pseudomonas_mandelii_YF10-2_1_51_7501,3.76901020980458,#6A51A3
Pseudomonas_sp_ANT_J12_11659,sp,#174590,Pseudomonas_sp_ANT_J12_11659,3.76901020980458,#6A51A3
Pseudomonas_frederiksbergensis_39A2_7578,frederiksbergensis,#7E7E80,Pseudomonas_frederiksbergensis_39A2_7578,3.76901020980458,#6A51A3
Pseudomonas_frederiksbergensis_37A10_7577,frederiksbergensis,#7E7E80,Pseudomonas_frederiksbergensis_37A10_7577,3.76901020980458,#6A51A3
Pseudomonas_frederiksbergensis_38F7_7579,frederiksbergensis,#7E7E80,Pseudomonas_frederiksbergensis_38F7_7579,3.76901020980458,#6A51A3
Pseudomonas_sp_In5_3743,sp,#174590,Pseudomonas_sp_In5_3743,3.76901020980458,#6A51A3
Pseudomonas_sp_655_3734,sp,#174590,Pseudomonas_sp_655_3734,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS862_11798,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS862_11798,3.76901020980458,#6A51A3
Pseudomonas_sp_VI41_11343,sp,#174590,Pseudomonas_sp_VI41_11343,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS928_11823,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS928_11823,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS710_11790,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS710_11790,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS914_11819,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS914_11819,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS833_11784,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS833_11784,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS850_11809,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS850_11809,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS838_11800,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS838_11800,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS903_11806,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS903_11806,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS874_11795,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS874_11795,3.76901020980458,#6A51A3
Pseudomonas_sp_A3_2016_A3_4089,sp,#174590,Pseudomonas_sp_A3_2016_A3_4089,3.76901020980458,#6A51A3
Pseudomonas_sp_MPC6_7510,sp,#174590,Pseudomonas_sp_MPC6_7510,3.76901020980458,#6A51A3
Pseudomonas_sp_ANT_H12B_12190,sp,#174590,Pseudomonas_sp_ANT_H12B_12190,3.76901020980458,#6A51A3
Pseudomonas_sp_F01002_11347,sp,#174590,Pseudomonas_sp_F01002_11347,3.76901020980458,#6A51A3
Pseudomonas_mandelii_PD30_2437,mandelii,#7E7E80,Pseudomonas_mandelii_PD30_2437,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_H24_2962,fluorescens,#70BCC9,Pseudomonas_fluorescens_H24_2962,3.76901020980458,#6A51A3
Pseudomonas_sp_RIT-PI-q_3764,sp,#174590,Pseudomonas_sp_RIT-PI-q_3764,3.76901020980458,#6A51A3
Pseudomonas_sp_FW507-29LB_5938,sp,#174590,Pseudomonas_sp_FW507-29LB_5938,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS943_11825,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS943_11825,3.76901020980458,#6A51A3
Pseudomonas_sp_OV341_9438,sp,#174590,Pseudomonas_sp_OV341_9438,3.76901020980458,#6A51A3
Pseudomonas_sp_GM41_2012_653,sp,#174590,Pseudomonas_sp_GM41_2012_653,3.76901020980458,#6A51A3
Pseudomonas_sp_Irchel_s3h14_isolate_Pseudomonas_sp_Irchel_s_7040,sp,#174590,Pseudomonas_sp_Irchel_s3h14_isolate_Pseudomonas_sp_Irchel_s_7040,3.76901020980458,#6A51A3
Pseudomonas_sp_Root329_3765,sp,#174590,Pseudomonas_sp_Root329_3765,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_C3_2960,fluorescens,#70BCC9,Pseudomonas_fluorescens_C3_2960,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS712_11783,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS712_11783,3.76901020980458,#6A51A3
Pseudomonas_sp_Root562_3767,sp,#174590,Pseudomonas_sp_Root562_3767,3.76901020980458,#6A51A3
Pseudomonas_sp_Sample_24_7495,sp,#174590,Pseudomonas_sp_Sample_24_7495,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_C2_2432,fluorescens,#70BCC9,Pseudomonas_fluorescens_C2_2432,3.76901020980458,#6A51A3
Pseudomonas_reinekei_MT1_5308,reinekei,#7E7E80,Pseudomonas_reinekei_MT1_5308,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS854_11796,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS854_11796,3.76901020980458,#6A51A3
Pseudomonas_sp_Leaf48_3891,sp,#174590,Pseudomonas_sp_Leaf48_3891,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS918_11818,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS918_11818,3.76901020980458,#6A51A3
Pseudomonas_sp_KK4_5376,sp,#174590,Pseudomonas_sp_KK4_5376,3.76901020980458,#6A51A3
Pseudomonas_sp_DP16D-R1_5882,sp,#174590,Pseudomonas_sp_DP16D-R1_5882,3.76901020980458,#6A51A3
Pseudomonas_moorei_KB4_7756,moorei,#7E7E80,Pseudomonas_moorei_KB4_7756,3.76901020980458,#6A51A3
Pseudomonas_umsongensis_DSM_16611_6982,umsongensis,#7E7E80,Pseudomonas_umsongensis_DSM_16611_6982,3.76901020980458,#6A51A3
Pseudomonas_sp_G5_652,sp,#174590,Pseudomonas_sp_G5_652,3.76901020980458,#6A51A3
Pseudomonas_sp_OV529_7193,sp,#174590,Pseudomonas_sp_OV529_7193,3.76901020980458,#6A51A3
Pseudomonas_sp_GM78_245,sp,#174590,Pseudomonas_sp_GM78_245,3.76901020980458,#6A51A3
Pseudomonas_putida_CBB5_3019,putida,#3E763E,Pseudomonas_putida_CBB5_3019,3.76901020980458,#6A51A3
Pseudomonas_putida_ASAD_5181,putida,#3E763E,Pseudomonas_putida_ASAD_5181,3.76901020980458,#6A51A3
Pseudomonas_sp_P18_7188,sp,#174590,Pseudomonas_sp_P18_7188,3.76901020980458,#6A51A3
Pseudomonas_sp_Irchel_s3b5_isolate_Pseudomonas_sp_Irchel_s3_6662,sp,#174590,Pseudomonas_sp_Irchel_s3b5_isolate_Pseudomonas_sp_Irchel_s3_6662,3.76901020980458,#6A51A3
Pseudomonas_sp_Irchel_s3f7_isolate_Pseudomonas_sp_Irchel_s3_5919,sp,#174590,Pseudomonas_sp_Irchel_s3f7_isolate_Pseudomonas_sp_Irchel_s3_5919,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS659_11770,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS659_11770,3.76901020980458,#6A51A3
Pseudomonas_sp_PB101_11672,sp,#174590,Pseudomonas_sp_PB101_11672,3.76901020980458,#6A51A3
Pseudomonas_vancouverensis_Dha-51_11578,vancouverensis,#7E7E80,Pseudomonas_vancouverensis_Dha-51_11578,3.76901020980458,#6A51A3
Pseudomonas_vancouverensis_CCUG_49675_12287,vancouverensis,#7E7E80,Pseudomonas_vancouverensis_CCUG_49675_12287,3.76901020980458,#6A51A3
Pseudomonas_vancouverensis_BS3656_6169,vancouverensis,#7E7E80,Pseudomonas_vancouverensis_BS3656_6169,3.76901020980458,#6A51A3
Pseudomonas_sp_GW456-E7_6671,sp,#174590,Pseudomonas_sp_GW456-E7_6671,3.76901020980458,#6A51A3
Pseudomonas_sp_B1_11426,sp,#174590,Pseudomonas_sp_B1_11426,3.76901020980458,#6A51A3
Pseudomonas_sp_ACN5_6542,sp,#174590,Pseudomonas_sp_ACN5_6542,3.76901020980458,#6A51A3
Pseudomonas_sp_FW104-R4_6081,sp,#174590,Pseudomonas_sp_FW104-R4_6081,3.76901020980458,#6A51A3
Pseudomonas_sp_GM74_246,sp,#174590,Pseudomonas_sp_GM74_246,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS938_11824,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS938_11824,3.76901020980458,#6A51A3
Pseudomonas_sp_ACN8_6715,sp,#174590,Pseudomonas_sp_ACN8_6715,3.76901020980458,#6A51A3
Pseudomonas_sp_GM48_252,sp,#174590,Pseudomonas_sp_GM48_252,3.76901020980458,#6A51A3
Pseudomonas_sp_GV088_7200,sp,#174590,Pseudomonas_sp_GV088_7200,3.76901020980458,#6A51A3
Pseudomonas_sp_GM49_251,sp,#174590,Pseudomonas_sp_GM49_251,3.76901020980458,#6A51A3
Pseudomonas_sp_GV085_6742,sp,#174590,Pseudomonas_sp_GV085_6742,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_S613_3677,fluorescens,#70BCC9,Pseudomonas_fluorescens_S613_3677,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_LY3_6771,fluorescens,#70BCC9,Pseudomonas_fluorescens_LY3_6771,3.76901020980458,#6A51A3
Pseudomonas_sp_R37_2017_6153,sp,#174590,Pseudomonas_sp_R37_2017_6153,3.76901020980458,#6A51A3
Pseudomonas_sp_B28_2017_6227,sp,#174590,Pseudomonas_sp_B28_2017_6227,3.76901020980458,#6A51A3
Pseudomonas_sp_Root68_3769,sp,#174590,Pseudomonas_sp_Root68_3769,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS900_11812,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS900_11812,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS726_11781,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS726_11781,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS861_11804,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS861_11804,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS934_11821,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS934_11821,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_C8_2961,fluorescens,#70BCC9,Pseudomonas_fluorescens_C8_2961,3.76901020980458,#6A51A3
Pseudomonas_sp_FW215-R3_7325,sp,#174590,Pseudomonas_sp_FW215-R3_7325,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS673_11758,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS673_11758,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS843_11803,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS843_11803,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS893_11808,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS893_11808,3.76901020980458,#6A51A3
Pseudomonas_jessenii_DSM_17150_5793,jessenii,#7E7E80,Pseudomonas_jessenii_DSM_17150_5793,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS922_11814,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS922_11814,3.76901020980458,#6A51A3
Pseudomonas_laurylsulfatovorans_AP3_22_6201,laurylsulfatovorans,#7E7E80,Pseudomonas_laurylsulfatovorans_AP3_22_6201,3.76901020980458,#6A51A3
Pseudomonas_sp_AP3_16_5798,sp,#174590,Pseudomonas_sp_AP3_16_5798,3.76901020980458,#6A51A3
Pseudomonas_jessenii_BS3660_7119,jessenii,#7E7E80,Pseudomonas_jessenii_BS3660_7119,3.76901020980458,#6A51A3
Pseudomonas_stutzeri_KGS-2_9480,stutzeri,#7E7E80,Pseudomonas_stutzeri_KGS-2_9480,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_GW456-L13_3678,fluorescens,#70BCC9,Pseudomonas_fluorescens_GW456-L13_3678,3.76901020980458,#6A51A3
Pseudomonas_stutzeri_KGS-8_9481,stutzeri,#7E7E80,Pseudomonas_stutzeri_KGS-8_9481,3.76901020980458,#6A51A3
Pseudomonas_sp_11_12A_3030,sp,#174590,Pseudomonas_sp_11_12A_3030,3.76901020980458,#6A51A3
Pseudomonas_umsongensis_GO16_11862,umsongensis,#7E7E80,Pseudomonas_umsongensis_GO16_11862,3.76901020980458,#6A51A3
Pseudomonas_umsongensis_BS3657_6927,umsongensis,#7E7E80,Pseudomonas_umsongensis_BS3657_6927,3.76901020980458,#6A51A3
Pseudomonas_sp_UW4_194,sp,#174590,Pseudomonas_sp_UW4_194,3.76901020980458,#6A51A3
Pseudomonas_sp_S34_11650,sp,#174590,Pseudomonas_sp_S34_11650,3.76901020980458,#6A51A3
Pseudomonas_sp_31-12_6298,sp,#174590,Pseudomonas_sp_31-12_6298,3.76901020980458,#6A51A3
Pseudomonas_kribbensis_46-2_5863,kribbensis,#7E7E80,Pseudomonas_kribbensis_46-2_5863,3.76901020980458,#6A51A3
Pseudomonas_syringae_isolate_inb918_11494,syringae,#E27820,Pseudomonas_syringae_isolate_inb918_11494,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_NEP1_6338,fluorescens,#70BCC9,Pseudomonas_fluorescens_NEP1_6338,3.76901020980458,#6A51A3
Pseudomonas_sp_DR_5-09_DR_5-09_4101,sp,#174590,Pseudomonas_sp_DR_5-09_DR_5-09_4101,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_MS82_6261,fluorescens,#70BCC9,Pseudomonas_fluorescens_MS82_6261,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_Pf0-1_124,fluorescens,#70BCC9,Pseudomonas_fluorescens_Pf0-1_124,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_LBUM677_9416,fluorescens,#70BCC9,Pseudomonas_fluorescens_LBUM677_9416,3.76901020980458,#6A51A3
Pseudomonas_koreensis_CRS05-R5_4043,koreensis,#7E7E80,Pseudomonas_koreensis_CRS05-R5_4043,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_R124_359,fluorescens,#70BCC9,Pseudomonas_fluorescens_R124_359,3.76901020980458,#6A51A3
Pseudomonas_koreensis_P19E3_6216,koreensis,#7E7E80,Pseudomonas_koreensis_P19E3_6216,3.76901020980458,#6A51A3
Pseudomonas_sp_S150_7503,sp,#174590,Pseudomonas_sp_S150_7503,3.76901020980458,#6A51A3
Pseudomonas_parafulva_20a_7374,parafulva,#7E7E80,Pseudomonas_parafulva_20a_7374,3.76901020980458,#6A51A3
Pseudomonas_sp_Z003-04C_8344-21_6711,sp,#174590,Pseudomonas_sp_Z003-04C_8344-21_6711,3.76901020980458,#6A51A3
Pseudomonas_granadensis_LMG_27940_6372,granadensis,#7E7E80,Pseudomonas_granadensis_LMG_27940_6372,3.76901020980458,#6A51A3
Pseudomonas_moraviensis_R28-S_2997,moraviensis,#7E7E80,Pseudomonas_moraviensis_R28-S_2997,3.76901020980458,#6A51A3
Pseudomonas_koreensis_D26_4042,koreensis,#7E7E80,Pseudomonas_koreensis_D26_4042,3.76901020980458,#6A51A3
Pseudomonas_sp_B10_5442,sp,#174590,Pseudomonas_sp_B10_5442,3.76901020980458,#6A51A3
Pseudomonas_moraviensis_BS3668_6863,moraviensis,#7E7E80,Pseudomonas_moraviensis_BS3668_6863,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_SRM1_2950,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_SRM1_2950,3.76901020980458,#6A51A3
Pseudomonas_sp_DTU123_11429,sp,#174590,Pseudomonas_sp_DTU123_11429,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_NCTC9428_9426,fluorescens,#70BCC9,Pseudomonas_fluorescens_NCTC9428_9426,3.76901020980458,#6A51A3
Pseudomonas_sp_R84_11660,sp,#174590,Pseudomonas_sp_R84_11660,3.76901020980458,#6A51A3
Pseudomonas_sp_RU47_11382,sp,#174590,Pseudomonas_sp_RU47_11382,3.76901020980458,#6A51A3
Pseudomonas_sp_S49_11643,sp,#174590,Pseudomonas_sp_S49_11643,3.76901020980458,#6A51A3
Pseudomonas_sp_R4_2017_6208,sp,#174590,Pseudomonas_sp_R4_2017_6208,3.76901020980458,#6A51A3
Pseudomonas_sp_B7_2017_5814,sp,#174590,Pseudomonas_sp_B7_2017_5814,3.76901020980458,#6A51A3
Pseudomonas_sp_R21_2017_6617,sp,#174590,Pseudomonas_sp_R21_2017_6617,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_BW11P2_4035,fluorescens,#70BCC9,Pseudomonas_fluorescens_BW11P2_4035,3.76901020980458,#6A51A3
Pseudomonas_sp_R43_2017_5805,sp,#174590,Pseudomonas_sp_R43_2017_5805,3.76901020980458,#6A51A3
Pseudomonas_kribbensis_CHA-19_7397,kribbensis,#7E7E80,Pseudomonas_kribbensis_CHA-19_7397,3.76901020980458,#6A51A3
Pseudomonas_sp_91RF_11344,sp,#174590,Pseudomonas_sp_91RF_11344,3.76901020980458,#6A51A3
Pseudomonas_sp_FW215-E1_6305,sp,#174590,Pseudomonas_sp_FW215-E1_6305,3.76901020980458,#6A51A3
Pseudomonas_sp_R33_2017_5902,sp,#174590,Pseudomonas_sp_R33_2017_5902,3.76901020980458,#6A51A3
Pseudomonas_sp_R41_2017_6189,sp,#174590,Pseudomonas_sp_R41_2017_6189,3.76901020980458,#6A51A3
Pseudomonas_sp_B15_2017_5968,sp,#174590,Pseudomonas_sp_B15_2017_5968,3.76901020980458,#6A51A3
Pseudomonas_sp_B26_2017_6630,sp,#174590,Pseudomonas_sp_B26_2017_6630,3.76901020980458,#6A51A3
