strains,species,species_color,strains2,diversity2,color2
Pseudomonas_aeruginosa_XDR-PA__assembly_ICA01-034_11287,aeruginosa,#D7261C,Pseudomonas_aeruginosa_XDR-PA__assembly_ICA01-034_11287,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_XDR-PA__assembly_MAD04-016_11306,aeruginosa,#D7261C,Pseudomonas_aeruginosa_XDR-PA__assembly_MAD04-016_11306,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_ATCC_9027_6317,aeruginosa,#D7261C,Pseudomonas_aeruginosa_ATCC_9027_6317,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCTC13628_11172,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCTC13628_11172,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_EML545_3126,aeruginosa,#D7261C,Pseudomonas_aeruginosa_EML545_3126,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PABL043_9587,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PABL043_9587,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AUS483_10208,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AUS483_10208,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BTP034_3111,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BTP034_3111,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0054_5602,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0054_5602,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PA34_6359,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PA34_6359,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BTP035_3110,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BTP035_3110,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCAIM_B001380_235,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCAIM_B001380_235,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCTC10782_5991,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCTC10782_5991,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0094_5101,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0094_5101,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCTC10731_6539,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCTC10731_6539,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCTC7244_6050,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCTC7244_6050,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_Ocean-238_7079,aeruginosa,#D7261C,Pseudomonas_aeruginosa_Ocean-238_7079,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_HS9_6770,aeruginosa,#D7261C,Pseudomonas_aeruginosa_HS9_6770,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_VA-134_3846,aeruginosa,#D7261C,Pseudomonas_aeruginosa_VA-134_3846,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_F9670_3848,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_F9670_3848,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_FDAARGOS_121_6903,aeruginosa,#D7261C,Pseudomonas_aeruginosa_FDAARGOS_121_6903,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0357_7058,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0357_7058,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0359_6343,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0359_6343,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_Ocean-1175_6075,aeruginosa,#D7261C,Pseudomonas_aeruginosa_Ocean-1175_6075,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0358_6681,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0358_6681,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_assembly_GCF_0007517151_2507,aeruginosa,#D7261C,Pseudomonas_aeruginosa_assembly_GCF_0007517151_2507,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCGM2S1_173,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCGM2S1_173,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_B14130_10394,aeruginosa,#D7261C,Pseudomonas_aeruginosa_B14130_10394,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_SP4528_9945,aeruginosa,#D7261C,Pseudomonas_aeruginosa_SP4528_9945,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_JB2_7002,aeruginosa,#D7261C,Pseudomonas_aeruginosa_JB2_7002,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_SJTD-1_385,aeruginosa,#D7261C,Pseudomonas_aeruginosa_SJTD-1_385,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_YL84_2501,aeruginosa,#D7261C,Pseudomonas_aeruginosa_YL84_2501,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_RD1-3_12124,aeruginosa,#D7261C,Pseudomonas_aeruginosa_RD1-3_12124,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_Pa1207_5865,aeruginosa,#D7261C,Pseudomonas_aeruginosa_Pa1207_5865,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_Pa1242_6732,aeruginosa,#D7261C,Pseudomonas_aeruginosa_Pa1242_6732,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_FDAARGOS_610_11151,aeruginosa,#D7261C,Pseudomonas_aeruginosa_FDAARGOS_610_11151,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0353_6205,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0353_6205,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCTC11447_6785,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCTC11447_6785,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_N15-01092_9635,aeruginosa,#D7261C,Pseudomonas_aeruginosa_N15-01092_9635,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_M8A4_6058,aeruginosa,#D7261C,Pseudomonas_aeruginosa_M8A4_6058,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_FDAARGOS_570_9956,aeruginosa,#D7261C,Pseudomonas_aeruginosa_FDAARGOS_570_9956,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_FDAARGOS_502_10379,aeruginosa,#D7261C,Pseudomonas_aeruginosa_FDAARGOS_502_10379,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR439_6890,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR439_6890,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_RIVM-EMC2982_6088,aeruginosa,#D7261C,Pseudomonas_aeruginosa_RIVM-EMC2982_6088,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_B17932_10395,aeruginosa,#D7261C,Pseudomonas_aeruginosa_B17932_10395,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BTP036_3112,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BTP036_3112,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_FDAARGOS_767_11150,aeruginosa,#D7261C,Pseudomonas_aeruginosa_FDAARGOS_767_11150,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_F9676_2900,aeruginosa,#D7261C,Pseudomonas_aeruginosa_F9676_2900,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_B41226_10391,aeruginosa,#D7261C,Pseudomonas_aeruginosa_B41226_10391,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_MSH3_604,aeruginosa,#D7261C,Pseudomonas_aeruginosa_MSH3_604,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0108_5099,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0108_5099,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_C79_11954,aeruginosa,#D7261C,Pseudomonas_aeruginosa_C79_11954,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BA15561_9944,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BA15561_9944,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_2192_82,aeruginosa,#D7261C,Pseudomonas_aeruginosa_2192_82,1.54879976589477,#CECFE5
Pseudomonas_sp_AK6U_7863,sp,#174590,Pseudomonas_sp_AK6U_7863,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0449_7291,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0449_7291,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_460_7261,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_460_7261,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_ER06896_9942,aeruginosa,#D7261C,Pseudomonas_aeruginosa_ER06896_9942,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BTP033_3109,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BTP033_3109,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_W91453_5888,aeruginosa,#D7261C,Pseudomonas_aeruginosa_W91453_5888,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_62_606,aeruginosa,#D7261C,Pseudomonas_aeruginosa_62_606,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BL02_560,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BL02_560,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_C52_525,aeruginosa,#D7261C,Pseudomonas_aeruginosa_C52_525,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0105_5048,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0105_5048,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PA-VAP-4_10737,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PA-VAP-4_10737,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_W70322_6250,aeruginosa,#D7261C,Pseudomonas_aeruginosa_W70322_6250,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BL19_543,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BL19_543,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWHPSA012_578,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWHPSA012_578,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWHPSA048_2031,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWHPSA048_2031,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_S35004_591,aeruginosa,#D7261C,Pseudomonas_aeruginosa_S35004_591,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_T6313_6490,aeruginosa,#D7261C,Pseudomonas_aeruginosa_T6313_6490,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BL24_538,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BL24_538,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PS00100_9943,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PS00100_9943,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_T52373_3627,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_T52373_3627,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_FA-HZ1_4011,aeruginosa,#D7261C,Pseudomonas_aeruginosa_FA-HZ1_4011,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_F22031_3096,aeruginosa,#D7261C,Pseudomonas_aeruginosa_F22031_3096,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_519119_11949,aeruginosa,#D7261C,Pseudomonas_aeruginosa_519119_11949,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_FDAARGOS_501_9954,aeruginosa,#D7261C,Pseudomonas_aeruginosa_FDAARGOS_501_9954,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_243931_11950,aeruginosa,#D7261C,Pseudomonas_aeruginosa_243931_11950,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_paerg008_11156,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_paerg008_11156,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_6762_9898,aeruginosa,#D7261C,Pseudomonas_aeruginosa_6762_9898,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0355_6424,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0355_6424,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BAMC_07-48_3994,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BAMC_07-48_3994,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCTC11839_12153,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCTC11839_12153,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_T63266_3628,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_T63266_3628,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCTC13715_11168,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCTC13715_11168,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_12-4-4_59_3618,aeruginosa,#D7261C,Pseudomonas_aeruginosa_12-4-4_59_3618,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_INP-43_12123,aeruginosa,#D7261C,Pseudomonas_aeruginosa_INP-43_12123,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_FDAARGOS_505_9955,aeruginosa,#D7261C,Pseudomonas_aeruginosa_FDAARGOS_505_9955,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0356_7083,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0356_7083,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_4068_12053,aeruginosa,#D7261C,Pseudomonas_aeruginosa_4068_12053,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCTC10728_11169,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCTC10728_11169,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_IMP-13_10390,aeruginosa,#D7261C,Pseudomonas_aeruginosa_IMP-13_10390,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCTC6750_6271,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCTC6750_6271,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_paerg002_11158,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_paerg002_11158,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0351_6802,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0351_6802,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_FDAARGOS_571_9953,aeruginosa,#D7261C,Pseudomonas_aeruginosa_FDAARGOS_571_9953,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0456_6783,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0456_6783,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_FDAARGOS_154_6853,aeruginosa,#D7261C,Pseudomonas_aeruginosa_FDAARGOS_154_6853,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0111_9636,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0111_9636,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_458_7202,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_458_7202,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_FDAARGOS_532_9952,aeruginosa,#D7261C,Pseudomonas_aeruginosa_FDAARGOS_532_9952,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_ATCC_27853_3989,aeruginosa,#D7261C,Pseudomonas_aeruginosa_ATCC_27853_3989,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0447_6297,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0447_6297,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_M28A1_6067,aeruginosa,#D7261C,Pseudomonas_aeruginosa_M28A1_6067,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PA121617_3995,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PA121617_3995,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_CCBH4851_6103,aeruginosa,#D7261C,Pseudomonas_aeruginosa_CCBH4851_6103,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0443_7234,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0443_7234,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_paerg009_11162,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_paerg009_11162,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_F30658_3634,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_F30658_3634,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0354_6975,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0354_6975,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_CCUG_70744_6254,aeruginosa,#D7261C,Pseudomonas_aeruginosa_CCUG_70744_6254,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_paerg004_11159,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_paerg004_11159,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0457_6640,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0457_6640,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0092_5398,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0092_5398,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_M37351_3639,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_M37351_3639,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_Ocean-1155_5897,aeruginosa,#D7261C,Pseudomonas_aeruginosa_Ocean-1155_5897,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_39016_153,aeruginosa,#D7261C,Pseudomonas_aeruginosa_39016_153,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_Environ_2_12091,aeruginosa,#D7261C,Pseudomonas_aeruginosa_Environ_2_12091,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_9BR_360,aeruginosa,#D7261C,Pseudomonas_aeruginosa_9BR_360,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_RP73_192,aeruginosa,#D7261C,Pseudomonas_aeruginosa_RP73_192,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AES1M_10829,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AES1M_10829,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_M1608_7239,aeruginosa,#D7261C,Pseudomonas_aeruginosa_M1608_7239,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PACS2_84,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PACS2_84,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_268_9897,aeruginosa,#D7261C,Pseudomonas_aeruginosa_268_9897,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_W36662_7266,aeruginosa,#D7261C,Pseudomonas_aeruginosa_W36662_7266,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_DN1_5583,aeruginosa,#D7261C,Pseudomonas_aeruginosa_DN1_5583,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_E80_10733,aeruginosa,#D7261C,Pseudomonas_aeruginosa_E80_10733,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0110_6371,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0110_6371,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_paerg006_11154,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_paerg006_11154,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCTC13359_11326,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCTC13359_11326,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_Y31_6550,aeruginosa,#D7261C,Pseudomonas_aeruginosa_Y31_6550,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCGM1900_2620,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCGM1900_2620,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_W60856_6659,aeruginosa,#D7261C,Pseudomonas_aeruginosa_W60856_6659,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_SCVJan_5538,aeruginosa,#D7261C,Pseudomonas_aeruginosa_SCVJan_5538,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_early_isolate_NN2_clone_C_6774,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_early_isolate_NN2_clone_C_6774,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_H5708_6745,aeruginosa,#D7261C,Pseudomonas_aeruginosa_H5708_6745,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PA1RG_3201,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PA1RG_3201,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PA59_12042,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PA59_12042,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_E90_12001,aeruginosa,#D7261C,Pseudomonas_aeruginosa_E90_12001,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_W45909_5913,aeruginosa,#D7261C,Pseudomonas_aeruginosa_W45909_5913,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCTC13620_12150,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCTC13620_12150,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCTC12903_11167,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCTC12903_11167,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_WCHPA075019_9521,aeruginosa,#D7261C,Pseudomonas_aeruginosa_WCHPA075019_9521,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_W16407_6873,aeruginosa,#D7261C,Pseudomonas_aeruginosa_W16407_6873,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCTC8058_6487,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCTC8058_6487,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_F63912_7033,aeruginosa,#D7261C,Pseudomonas_aeruginosa_F63912_7033,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0352_6551,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0352_6551,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_A681_11948,aeruginosa,#D7261C,Pseudomonas_aeruginosa_A681_11948,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PA83_6078,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PA83_6078,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PABL017_9633,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PABL017_9633,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_MTB-1_210,aeruginosa,#D7261C,Pseudomonas_aeruginosa_MTB-1_210,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_12939_6590,aeruginosa,#D7261C,Pseudomonas_aeruginosa_12939_6590,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_IOMTU_133_3923,aeruginosa,#D7261C,Pseudomonas_aeruginosa_IOMTU_133_3923,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_PA14Or_reads_4013,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_PA14Or_reads_4013,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_H26023_9951,aeruginosa,#D7261C,Pseudomonas_aeruginosa_H26023_9951,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PA7_119,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PA7_119,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AZPAE15042_11928,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AZPAE15042_11928,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_paerg007_11155,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_paerg007_11155,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_CR1_6461,aeruginosa,#D7261C,Pseudomonas_aeruginosa_CR1_6461,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR441_6528,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR441_6528,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWHPSA044_2035,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWHPSA044_2035,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BL05_557,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BL05_557,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWHPSA021_569,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWHPSA021_569,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_LW_10696,aeruginosa,#D7261C,Pseudomonas_aeruginosa_LW_10696,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_SP4371_10392,aeruginosa,#D7261C,Pseudomonas_aeruginosa_SP4371_10392,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_SP4527_10694,aeruginosa,#D7261C,Pseudomonas_aeruginosa_SP4527_10694,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCTC10730_6859,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCTC10730_6859,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0446_6897,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0446_6897,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_K34-7_7082,aeruginosa,#D7261C,Pseudomonas_aeruginosa_K34-7_7082,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0360_6841,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0360_6841,1.54879976589477,#CECFE5
Pseudomonas_fluorescens_NCTC10783_9425,fluorescens,#70BCC9,Pseudomonas_fluorescens_NCTC10783_9425,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PRD-10_11121,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PRD-10_11121,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCTC11446_7250,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCTC11446_7250,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0440_5929,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0440_5929,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_SP2230_10393,aeruginosa,#D7261C,Pseudomonas_aeruginosa_SP2230_10393,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR442_6465,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR442_6465,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_CFSAN084950_12043,aeruginosa,#D7261C,Pseudomonas_aeruginosa_CFSAN084950_12043,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_DK2_174,aeruginosa,#D7261C,Pseudomonas_aeruginosa_DK2_174,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_1811-13R031_12048,aeruginosa,#D7261C,Pseudomonas_aeruginosa_1811-13R031_12048,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_DH01_3915,aeruginosa,#D7261C,Pseudomonas_aeruginosa_DH01_3915,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PA7790_5368,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PA7790_5368,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PA298_11122,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PA298_11122,1.54879976589477,#CECFE5
